from_id,to_id,is_connector,funcclass,lanes,speed,length,alpha,beta,Q
2:3710192,2:3710290,f,4,2.0,70,601.692948698325,0.6,5,1200
16666:14001,2:459581,f,7,1.0,30,65.778236104347,0.7,4,600
2:456033,2:455440,f,7,1.0,30,42.6377499406805,0.7,4,600
16585:29039,20656:2837884,f,7,1.0,30,42.9212297879548,0.7,4,600
20661:25260,20656:3691215,f,7,1.0,30,8.47915638485461,0.7,4,600
2:462333,20656:2824141,f,7,1.0,30,149.511056774572,0.7,4,600
2:460223,2:460304,f,7,1.0,40,236.329259251298,0.7,4,600
2:456826,2:456775,f,7,1.0,30,66.1989701027098,0.7,4,600
16594:23185,16587:25581,f,7,1.0,50,28.539713281372,0.7,4,600
11158:99107,2:456469,f,7,1.0,50,42.7261013767171,0.7,4,600
10446:298,16593:48394,f,1,2.0,70,49.732086074445,0.4,8,2000
20656:2869762,2:454189,f,7,1.0,30,10.3863023739522,0.7,4,600
10017:21231,16592:21112,f,7,1.0,30,47.8902436083914,0.7,4,600
2:3711115,2:460542,f,7,1.0,30,143.505954737159,0.7,4,600
22846:707,2:448026,f,5,1.0,70,2346.72605240326,0.6,5,1200
2:450740,18:84,f,7,1.0,50,163.443386529897,0.7,4,600
12734:214866,2:441968,f,7,1.0,70,143.341637465354,0.7,4,600
2:456412,2:456406,f,7,1.0,30,96.6617841962445,0.7,4,600
2:3709884,20656:2852841,f,7,1.0,30,68.9458856880791,0.7,4,600
2:462352,20656:2824141,f,7,1.0,30,12.1322143893566,0.7,4,600
20656:2836328,20656:368237,f,4,2.0,50,13.5286994571301,0.6,5,1200
2:455795,1:200302200,f,5,2.0,50,89.8955745273384,0.6,5,1200
2:442364,2:442150,f,7,1.0,70,1012.24796471772,0.7,4,600
18931:167070,18931:167073,f,7,1.0,30,91.1278426421351,0.7,4,600
2:3708035,2:452255,f,4,2.0,50,29.239921862909,0.6,5,1200
20656:2825411,2:462528,f,7,1.0,30,12.7957354224727,0.7,4,600
10082:122323,11178:1808,f,3,2.0,40,2.58738226813512,0.5,6,1800
2:3706835,2:447063,f,5,1.0,70,84.4321160697018,0.6,5,1200
12847:4564,2:449078,f,1,2.0,110,4.86270644852564,0.4,8,2000
10446:274,10446:290,f,0,1.0,110,1097.51371116152,0.4,8,2000
2:453908,11154:7568,f,5,2.0,30,28.5098735945635,0.6,5,1200
19328:954,19328:956,f,7,1.0,30,66.1615306103241,0.7,4,600
20661:26786,20661:26788,f,7,1.0,70,85.3883204166734,0.7,4,600
20656:363046,2:455498,f,7,1.0,40,215.328715672841,0.7,4,600
20656:2869061,2:455410,f,7,1.0,40,6.35220473542284,0.7,4,600
12727:130656,2:462006,f,4,2.0,80,445.762235924118,0.6,5,1200
2:452097,20656:2874826,f,7,1.0,30,14.8242915851804,0.7,4,600
2:460303,11180:1254,f,7,1.0,30,222.73711672062,0.7,4,600
2:451060,2:451023,f,7,1.0,30,163.54679839684,0.7,4,600
2:463517,2:463534,f,4,2.0,70,100.495792207147,0.6,5,1200
2:3708983,2:454826,f,7,1.0,30,167.159198151829,0.7,4,600
2:447681,2:447172,f,7,1.0,70,1753.9175778235,0.7,4,600
2:447554,2:447639,f,5,2.0,70,482.826535228589,0.6,5,1200
20656:2824854,20656:341351,f,7,1.0,30,12.3813684622148,0.7,4,600
2:443260,2:443166,f,5,1.0,50,29.5004145903159,0.6,5,1200
2:453440,20656:2874444,f,7,1.0,40,10.9380866236279,0.7,4,600
2:459935,2:3710907,f,5,1.0,60,124.527236568647,0.6,5,1200
1:209203100,2:3711985,f,5,2.0,50,106.889845779216,0.6,5,1200
12734:215023,12734:215027,f,7,1.0,70,1212.11524687232,0.7,4,600
2:456084,20656:2836404,f,7,1.0,30,9.16913152966766,0.7,4,600
16593:48249,10446:132,f,0,1.0,110,5.99049013030745,0.4,8,2000
10017:22974,2:455406,f,7,1.0,40,8.25502653107423,0.7,4,600
11158:99339,11178:6063,f,7,1.0,30,51.17785776048,0.7,4,600
2:451147,2:451118,f,5,1.0,40,103.215289058215,0.6,5,1200
11158:99347,2:3709159,f,7,1.0,5,70.7207348170403,0.7,4,600
2:456357,20656:2836344,f,7,1.0,30,376.935951086546,0.7,4,600
11158:99210,11158:99204,f,7,1.0,50,27.8153568399812,0.7,4,600
2:456016,2480C1140,t,7,1.0,30,100.0,0.7,4,600
20656:2824925,2:3711683,f,7,1.0,30,29.5041627845132,0.7,4,600
10017:22834,10017:22871,f,3,2.0,60,34.0343839640582,0.5,6,1800
2:460258,18931:171731,f,7,1.0,70,158.078175986052,0.7,4,600
2:3706188,2:3706459,f,5,2.0,70,62.479634616012,0.6,5,1200
20656:2866853,2:456318,f,7,1.0,30,174.082946304266,0.7,4,600
2:3709496,20656:361022,f,7,1.0,50,77.6612155583518,0.7,4,600
2:455066,2:454962,f,5,1.0,50,270.286844031498,0.6,5,1200
2:447580,2:447569,f,5,2.0,70,179.376515480658,0.6,5,1200
20656:2827992,2:3710907,f,5,1.0,60,306.376667484402,0.6,5,1200
1:200307500,10082:93702,f,0,1.0,90,18.5447547571538,0.4,8,2000
2:455220,20656:2893242,f,7,1.0,50,58.451867963799,0.7,4,600
2:455423,2:455425,f,7,1.0,30,71.2793353853089,0.7,4,600
2:456961,2:456944,f,5,1.0,70,69.5218687751029,0.6,5,1200
11158:99239,11158:99237,f,7,1.0,50,34.8187743200433,0.7,4,600
2:458661,2:458768,f,5,2.0,70,305.384793687843,0.6,5,1200
2:3709923,2:457121,f,7,1.0,30,55.8051540722661,0.7,4,600
2:460707,2:460744,f,5,1.0,40,134.624720738955,0.6,5,1200
12732:30965,12732:30969,f,3,2.0,70,63.5118465767882,0.5,6,1800
2:459213,2480A0030,t,7,1.0,30,100.0,0.7,4,600
2480C1110,11178:2312,t,7,1.0,30,100.0,0.7,4,600
2:443748,18931:162621,f,7,1.0,70,451.088866963887,0.7,4,600
22846:755,20656:370358,f,5,2.0,70,269.629472434464,0.6,5,1200
16665:18507,16665:18582,f,0,2.0,110,491.772416736866,0.4,8,2000
2:453802,2:453833,f,5,2.0,50,132.978466781373,0.6,5,1200
2:455991,2:456035,f,7,1.0,40,76.5723380634684,0.7,4,600
10027:778130,2:456730,f,7,1.0,60,203.292298459562,0.7,4,600
2:3708797,2:3709355,f,7,1.0,30,255.530824706857,0.7,4,600
2:460304,2:460358,f,7,1.0,40,157.466597493337,0.7,4,600
2:454781,20656:2868134,f,7,1.0,30,7.71960827971201,0.7,4,600
20656:340968,20656:340978,f,7,1.0,50,233.505718352378,0.7,4,600
20656:2824213,2:450831,f,7,1.0,30,99.8006791301663,0.7,4,600
20656:2883503,2:456321,f,7,1.0,50,6.72251716248466,0.7,4,600
2:456299,2:456371,f,7,1.0,40,24.014283164073,0.7,4,600
16585:28822,16585:28824,f,7,1.0,30,190.77589366015,0.7,4,600
15590:3400,15590:3428,f,7,1.0,40,189.425309987252,0.7,4,600
20656:2875448,20656:2875438,f,7,1.0,30,194.689401829617,0.7,4,600
11178:6162,2:456065,f,7,1.0,50,34.9550043314016,0.7,4,600
10017:23155,2:3709552,f,7,1.0,30,79.2826804085743,0.7,4,600
2:448629,2:448575,f,7,1.0,50,240.504471546873,0.7,4,600
2:454746,2:3708998,f,7,1.0,30,85.5232822092504,0.7,4,600
2:455555,11178:1781,f,7,1.0,30,60.2995213246839,0.7,4,600
2:455251,2:455208,f,7,1.0,30,87.3776004529504,0.7,4,600
2:454574,2:454665,f,7,1.0,30,114.018342822009,0.7,4,600
2:460560,11180:1112,f,7,1.0,30,144.284677426034,0.7,4,600
2:455487,20656:2864134,f,7,1.0,40,4.03004838740403,0.7,4,600
2:3709218,2:3709239,f,7,1.0,30,13.3370103469934,0.7,4,600
10027:774437,20656:2874502,f,7,1.0,40,188.968251880589,0.7,4,600
2:461081,12736:89546,f,4,2.0,70,241.935485197915,0.6,5,1200
2:450019,2:3707294,f,7,1.0,30,97.1972891074789,0.7,4,600
10017:21943,10027:776394,f,7,1.0,30,74.2412685889518,0.7,4,600
2:460670,2:460649,f,7,1.0,30,86.6889419412228,0.7,4,600
11177:1801,2:438778,f,3,2.0,40,227.713755203597,0.5,6,1800
2:460225,2:460249,f,7,1.0,50,78.882901514121,0.7,4,600
2:453586,11178:6893,f,7,1.0,40,9.21892258380907,0.7,4,600
2:458396,11178:7538,f,5,2.0,70,428.175705202715,0.6,5,1200
19308:7574,19308:7580,f,7,1.0,50,13.7047044111296,0.7,4,600
2:3709981,2:457370,f,5,2.0,70,296.183261818921,0.6,5,1200
18931:176005,2:459041,f,7,1.0,70,10.6006071994694,0.7,4,600
2:446924,2:446871,f,4,2.0,60,314.963154082515,0.6,5,1200
2:453668,16585:29072,f,4,2.0,70,662.21514053525,0.6,5,1200
2:459552,2:3710886,f,4,2.0,70,295.346310911735,0.6,5,1200
2:454065,10027:775013,f,4,2.0,50,203.511999019525,0.6,5,1200
10016:318249,16666:13751,f,7,1.0,50,143.440517362689,0.7,4,600
11178:5778,11178:5782,f,7,1.0,30,11.1756224430699,0.7,4,600
16585:28686,16585:29512,f,7,1.0,40,35.3632693041226,0.7,4,600
2:3709620,2:456234,f,5,1.0,70,183.766378920067,0.6,5,1200
2:454019,2:454021,f,7,1.0,40,23.6273997520833,0.7,4,600
10017:21245,10017:21227,f,7,1.0,30,5.07969739906316,0.7,4,600
2:456352,2:456423,f,7,1.0,30,128.087424955753,0.7,4,600
20656:340508,2480C1370,t,7,1.0,30,100.0,0.7,4,600
20656:343465,20656:343471,f,7,1.0,40,43.6678484534481,0.7,4,600
2:462901,2:462890,f,7,1.0,30,79.5027898366211,0.7,4,600
2:3710337,12734:214737,f,4,2.0,50,79.8906499314578,0.6,5,1200
2:3708460,2:3708376,f,7,1.0,30,123.974655973295,0.7,4,600
16593:48231,12727:131116,f,1,1.0,70,26.6538880998621,0.4,8,2000
2:454982,12726:148186,f,7,1.0,30,73.317236971913,0.7,4,600
11178:6363,2:454630,f,7,1.0,40,17.3973845401374,0.7,4,600
2:3710464,2:458419,f,7,1.0,70,138.591292333635,0.7,4,600
2:462461,2:462530,f,7,1.0,30,260.884023811906,0.7,4,600
16669:27432,16669:27434,f,7,1.0,70,69.9493215788417,0.7,4,600
16665:9691,2:457665,f,7,1.0,50,111.616643397361,0.7,4,600
2:460083,2:460085,f,7,1.0,30,21.5295101896694,0.7,4,600
20661:22763,2:450962,f,7,1.0,30,41.8364496569125,0.7,4,600
16585:29021,20656:370319,f,7,1.0,50,67.5683697629765,0.7,4,600
16593:46375,16593:46406,f,7,1.0,70,51.9053056078434,0.7,4,600
2:3710962,2:459891,f,7,1.0,30,97.0505413863691,0.7,4,600
2:454007,16585:29068,f,7,1.0,60,77.8997461167228,0.7,4,600
20656:2836946,2:3709350,f,7,1.0,40,56.7939738085399,0.7,4,600
2:463601,2:463604,f,4,2.0,70,65.04399974228,0.6,5,1200
16587:25603,16587:25599,f,4,2.0,50,34.6815442488061,0.6,5,1200
2:458112,2:3710425,f,4,2.0,70,885.669145839706,0.6,5,1200
16592:21450,2:457204,f,7,1.0,40,144.163436440447,0.7,4,600
20656:2888069,2:453529,f,7,1.0,60,229.446131728225,0.7,4,600
2:454189,2:454344,f,7,1.0,40,258.328314635086,0.7,4,600
2:456588,2:3709724,f,4,2.0,60,138.995993876111,0.6,5,1200
2:3709553,20656:2872120,f,7,1.0,40,57.6297020786028,0.7,4,600
2:3708915,20656:2875398,f,7,1.0,40,56.0424926705285,0.7,4,600
2:457437,16591:14116,f,7,1.0,50,99.2589915826958,0.7,4,600
2:453336,20656:2888037,f,7,1.0,40,8.92678900844846,0.7,4,600
2:3707295,18931:167084,f,7,1.0,30,33.201852041271,0.7,4,600
11178:6617,11178:9104,f,7,1.0,50,88.8870370090788,0.7,4,600
2:462480,2:462492,f,7,1.0,30,81.0397414105432,0.7,4,600
16585:29047,20656:2866175,f,7,1.0,30,288.473003115148,0.7,4,600
11180:991,11180:989,f,7,1.0,30,82.8459148472471,0.7,4,600
20656:2876130,2:454170,f,7,1.0,40,229.81404469696,0.7,4,600
2:460358,2:460304,f,7,1.0,40,157.466597493337,0.7,4,600
10017:22974,2:3709162,f,7,1.0,40,34.129149909974,0.7,4,600
2:455148,2:455169,f,4,2.0,40,60.8815732140178,0.6,5,1200
10747:2192,10747:1956,f,0,1.0,110,1292.41371946832,0.4,8,2000
2:438959,2:438977,f,5,2.0,90,333.196490959244,0.6,5,1200
2:442576,2:442505,f,7,1.0,70,234.27920864167,0.7,4,600
20656:2852042,2:3708985,f,7,1.0,30,71.6550615689908,0.7,4,600
2:456741,2:456755,f,7,1.0,40,43.8788708264241,0.7,4,600
12734:48181,2480C1180,t,7,1.0,30,100.0,0.7,4,600
2:447211,2:447310,f,5,2.0,70,62.8117924559823,0.6,5,1200
11178:4182,2:3709095,f,7,1.0,40,70.8857516185753,0.7,4,600
2:455743,2480C1150,t,7,1.0,30,100.0,0.7,4,600
2:460273,2:460240,f,7,1.0,40,76.9445986273321,0.7,4,600
2:452295,2:452387,f,5,2.0,70,157.020989148045,0.6,5,1200
10027:775688,20656:2851533,f,7,1.0,30,70.0651882380217,0.7,4,600
20656:2868148,20656:2868146,f,7,1.0,30,20.9095473369272,0.7,4,600
2:458141,1:200304400,f,4,2.0,70,944.95932612463,0.6,5,1200
20656:2858894,2:455718,f,7,1.0,50,5.21843817647551,0.7,4,600
11178:7039,20656:2888422,f,7,1.0,30,166.362958567346,0.7,4,600
2:450343,2:450274,f,7,1.0,50,131.741275006374,0.7,4,600
11158:99187,10082:102080,f,3,2.0,60,121.20636021274,0.5,6,1800
20656:376341,20656:2868865,f,7,1.0,40,25.5549588361152,0.7,4,600
2:3709039,20656:2898086,f,4,2.0,40,17.2863752709467,0.6,5,1200
2:3708931,16585:28824,f,7,1.0,30,3.94502788385194,0.7,4,600
2:3706128,2:3706226,f,5,1.0,70,318.647562343176,0.6,5,1200
20656:2861353,2:3709696,f,7,1.0,40,8.29789208109641,0.7,4,600
2:451056,2:451035,f,7,1.0,30,81.1781826663824,0.7,4,600
20661:40397,20661:40371,f,7,1.0,50,18.5890008335243,0.7,4,600
2:3709866,2:3709857,f,7,1.0,30,68.2374361205843,0.7,4,600
2:3708551,2:3708666,f,7,1.0,40,43.7954537599678,0.7,4,600
1:210300400,2:436158,f,5,2.0,70,312.744044915233,0.6,5,1200
2:453777,11154:7570,f,7,1.0,30,405.244796166751,0.7,4,600
10082:154851,10017:21860,f,7,1.0,50,55.1909881265756,0.7,4,600
2:457837,22846:661,f,7,1.0,70,825.055169030948,0.7,4,600
13606:804,12734:214029,f,5,1.0,70,5.14070092534924,0.6,5,1200
11178:2858,16665:9604,f,7,1.0,50,23.9744770952676,0.7,4,600
20656:359912,20656:359906,f,7,1.0,40,19.6905989320014,0.7,4,600
10017:21298,2:460626,f,7,1.0,30,110.461609089188,0.7,4,600
20656:2865054,20656:2865036,f,7,1.0,40,106.675912824807,0.7,4,600
20656:2890064,2:3708614,f,7,1.0,40,33.2760909616926,0.7,4,600
11177:1807,11177:1833,f,7,1.0,50,121.176722668493,0.7,4,600
2480C1370,20656:340508,t,7,1.0,30,100.0,0.7,4,600
18931:175655,1:200302400,f,4,2.0,70,230.176336886099,0.6,5,1200
11157:135958,2480C1100,t,7,1.0,30,100.0,0.7,4,600
2:3709741,20656:2856082,f,7,1.0,30,8.10244364363152,0.7,4,600
20656:2827840,2:3707431,f,7,1.0,40,105.819186307502,0.7,4,600
2:456417,2:456433,f,7,1.0,30,83.1858124808268,0.7,4,600
2:450090,2:449981,f,5,2.0,70,266.704967414174,0.6,5,1200
12734:214731,2:3707502,f,5,2.0,70,100.685231327586,0.6,5,1200
2:3708979,20661:4085,f,7,1.0,50,7.31706505377834,0.7,4,600
2:455727,11158:99495,f,7,1.0,40,67.024962139217,0.7,4,600
2:3707859,2:3707886,f,4,2.0,70,87.3307762364499,0.6,5,1200
2:451118,2:451147,f,5,1.0,40,103.215289058215,0.6,5,1200
2:451092,20656:2826429,f,5,1.0,40,278.510128396562,0.6,5,1200
12732:30801,12732:30777,f,3,2.0,70,12.9559403789654,0.5,6,1800
12726:148412,2:456127,f,7,1.0,30,4.14410110923327,0.7,4,600
2:455115,2:455196,f,7,1.0,40,97.9435478631705,0.7,4,600
2:453985,2:453952,f,7,1.0,50,24.7082228420402,0.7,4,600
2:3708969,2:454464,f,7,1.0,40,415.217453978395,0.7,4,600
2:456747,2:456755,f,7,1.0,40,19.4170729512404,0.7,4,600
2:3708727,11154:7456,f,7,1.0,40,9.87067079775174,0.7,4,600
10082:95104,2:455704,f,3,2.0,60,0.950221553340471,0.5,6,1800
1:219200700,2:445310,f,5,1.0,70,1618.31095842845,0.6,5,1200
2:439196,20656:367601,f,3,2.0,90,983.363784218487,0.5,6,1800
2:456210,11178:2333,f,7,1.0,30,104.812394954344,0.7,4,600
20656:2898102,16585:28908,f,4,2.0,40,12.3079657718624,0.6,5,1200
2:459114,2:3710775,f,4,2.0,50,61.0545320989107,0.6,5,1200
15610:9582,15610:9576,f,4,2.0,60,8.30535383116327,0.6,5,1200
2:454084,20656:2873759,f,7,1.0,30,73.2329734138664,0.7,4,600
2:450448,12734:112028,f,5,2.0,70,108.38379971514,0.6,5,1200
11158:99402,11158:99408,f,7,1.0,50,40.2163357334659,0.7,4,600
2:463570,2:463569,f,4,2.0,70,39.1581702843742,0.6,5,1200
18931:159186,18931:159151,f,7,1.0,70,576.341658835432,0.7,4,600
2:450334,2:450349,f,7,1.0,30,105.028976430054,0.7,4,600
20661:31049,20656:2851505,f,7,1.0,30,82.6858824053555,0.7,4,600
2:457732,2:457783,f,5,2.0,50,161.184324317047,0.6,5,1200
2:455938,2:3709365,f,7,1.0,30,89.1679767910226,0.7,4,600
2:456163,2:3709608,f,7,1.0,50,92.8301751778989,0.7,4,600
2:456028,2:3709529,f,7,1.0,30,126.215661270735,0.7,4,600
2:3709608,1:200403700,f,5,2.0,40,61.6708125913273,0.6,5,1200
20656:2870862,20656:2870950,f,7,1.0,40,249.312883087858,0.7,4,600
2:460007,2:3710908,f,7,1.0,40,12.8544122840392,0.7,4,600
2:453203,2:453192,f,7,1.0,30,32.2863152735217,0.7,4,600
2:455193,2:3709036,f,7,1.0,30,136.961696812244,0.7,4,600
20656:2865002,15590:3426,f,7,1.0,40,7.91810141406423,0.7,4,600
2:444493,11157:344806,f,5,1.0,70,9.98384685391436,0.6,5,1200
1:200303315,20656:2858908,f,7,1.0,30,7.68154411545245,0.7,4,600
16585:29502,2:3708612,f,7,1.0,40,139.265613469409,0.7,4,600
2:442842,2:443090,f,7,1.0,70,1106.21234871439,0.7,4,600
12850:290,2:456800,f,7,1.0,30,19.5868210030631,0.7,4,600
20656:2832203,2:460145,f,7,1.0,30,5.28723084414482,0.7,4,600
20656:2866502,2:459757,f,7,1.0,30,66.5969353054429,0.7,4,600
11178:5904,16585:28792,f,7,1.0,30,58.2602364406652,0.7,4,600
2:463296,2:3711955,f,4,2.0,50,115.9493188595,0.6,5,1200
2:459632,20656:360928,f,4,2.0,50,317.467423188082,0.6,5,1200
2:3708266,2:452586,f,7,1.0,30,209.711933175294,0.7,4,600
2:3709742,2:3709768,f,4,2.0,30,122.688864558052,0.6,5,1200
20656:2889204,16587:25365,f,7,1.0,50,13.0709163028664,0.7,4,600
10027:794180,12727:131218,f,3,2.0,70,912.108933454687,0.5,6,1800
20656:2868799,20656:2868791,f,7,1.0,50,83.6448589512181,0.7,4,600
20656:2867326,2:455148,f,7,1.0,30,10.000808217614,0.7,4,600
2:444111,2:444118,f,5,1.0,70,16.4267570304857,0.6,5,1200
20656:2824255,20656:2824253,f,7,1.0,30,72.2008663259962,0.7,4,600
15611:7081,20656:2874780,f,7,1.0,30,90.3356827671024,0.7,4,600
10016:318266,2:3711596,f,4,2.0,80,234.503350146755,0.6,5,1200
2:3709942,2:457194,f,4,2.0,70,138.671220806691,0.6,5,1200
2:456986,2:456929,f,5,2.0,70,204.990943688449,0.6,5,1200
16587:25341,16587:25353,f,7,1.0,50,60.58136072026,0.7,4,600
2:3709592,20656:2873585,f,7,1.0,50,11.4375988300858,0.7,4,600
11178:6373,11178:6376,f,7,1.0,40,13.8446563056143,0.7,4,600
12727:130959,12727:132107,f,7,1.0,50,68.0250823939182,0.7,4,600
2:3709397,2:455948,f,5,2.0,50,34.9419190796582,0.6,5,1200
12734:47834,2:3708967,f,7,1.0,50,126.611386982943,0.7,4,600
20656:2865042,2:455769,f,7,1.0,40,2.88498613523373,0.7,4,600
2:462835,2:462882,f,7,1.0,30,162.405215612256,0.7,4,600
2:446495,2:446536,f,7,1.0,30,127.466992586582,0.7,4,600
16592:21124,2:460011,f,7,1.0,40,38.0169945566273,0.7,4,600
2:455634,2:3709339,f,7,1.0,30,118.164165577577,0.7,4,600
2:450978,2:450977,f,5,1.0,40,11.1314538138369,0.6,5,1200
16591:14147,20656:4228356,f,7,1.0,30,78.3784257516691,0.7,4,600
20656:4222755,11178:5922,f,7,1.0,50,14.351364321311,0.7,4,600
20656:2858410,20656:2806732,f,7,1.0,40,36.1819153520889,0.7,4,600
2:446205,2:446351,f,5,2.0,70,489.502153414877,0.6,5,1200
2:3709431,20656:2850110,f,7,1.0,30,165.724360321184,0.7,4,600
2:455985,2:456010,f,7,1.0,40,36.2288323604371,0.7,4,600
20656:2827760,2:460414,f,7,1.0,30,53.7546176287639,0.7,4,600
2:455790,2:455694,f,5,1.0,70,145.866061997884,0.6,5,1200
2:450114,2:450173,f,5,2.0,40,126.845833056213,0.6,5,1200
20656:4004802,20656:4004824,f,7,1.0,30,153.127533276833,0.7,4,600
20656:2878991,2:454131,f,7,1.0,30,77.0178775644719,0.7,4,600
20656:2866426,2:3710910,f,5,1.0,60,163.475205846199,0.6,5,1200
16591:14129,16591:14131,f,7,1.0,50,100.809075798618,0.7,4,600
2:459077,2:3710745,f,7,1.0,70,125.39736397473,0.7,4,600
10747:2177,2:451949,f,1,1.0,110,4.70907464389631,0.4,8,2000
2:457985,2:3710337,f,4,2.0,50,98.4941926106674,0.6,5,1200
12726:148384,2:450223,f,7,1.0,30,132.179335807341,0.7,4,600
2:456810,2:456751,f,7,1.0,30,147.043427505455,0.7,4,600
2:446508,2:3706766,f,4,2.0,40,320.53656108153,0.6,5,1200
2:3710410,2:458198,f,4,2.0,80,56.6523048285343,0.6,5,1200
11158:99123,11158:99125,f,7,1.0,50,36.7519538711951,0.7,4,600
2:446495,2:446490,f,7,1.0,30,16.3108261594135,0.7,4,600
10747:2063,10747:2002,f,0,1.0,100,258.787994722132,0.4,8,2000
12726:148585,11178:1623,f,3,2.0,60,14.9136607508819,0.5,6,1800
2:455627,2:3709323,f,7,1.0,70,95.7618108483715,0.7,4,600
2:3709213,2:3709170,f,3,2.0,40,62.6561350069056,0.5,6,1800
11180:1457,11180:1461,f,7,1.0,40,63.215130710722,0.7,4,600
20656:2823828,2:461126,f,7,1.0,30,68.3376985314483,0.7,4,600
2:461159,2:3711290,f,7,1.0,30,43.6789154553275,0.7,4,600
2:457926,2:3710304,f,4,2.0,50,123.928831806258,0.6,5,1200
20656:2851489,11178:7075,f,7,1.0,30,10.3326349489762,0.7,4,600
2:3709178,2:3709042,f,7,1.0,30,22.6898852193616,0.7,4,600
2:3709697,2:456596,f,7,1.0,30,114.114909458384,0.7,4,600
11178:10173,2:446322,f,7,1.0,50,263.677056128505,0.7,4,600
16594:23264,20656:343091,f,3,2.0,80,18.5707376537306,0.5,6,1800
2:3711204,11180:1461,f,7,1.0,40,45.2262322093122,0.7,4,600
2:3712425,2:442505,f,7,1.0,70,204.034838055225,0.7,4,600
2:462492,2:462465,f,7,1.0,30,123.173460733977,0.7,4,600
11178:6360,11178:6363,f,7,1.0,40,16.4424434245534,0.7,4,600
20656:2883649,20656:359922,f,7,1.0,40,20.0917776522827,0.7,4,600
2:459757,20656:2866500,f,7,1.0,30,6.80114233038035,0.7,4,600
10082:95401,1:210104600,f,5,2.0,40,98.9935553065727,0.6,5,1200
2:3709051,2:454547,f,7,1.0,30,71.214077013279,0.7,4,600
10446:478,10446:489,f,0,2.0,110,577.765087485326,0.4,8,2000
20656:370381,2:460554,f,7,1.0,30,277.947072143229,0.7,4,600
10082:146201,1:210104100,f,3,2.0,90,162.066032422789,0.5,6,1800
12726:148626,16669:27230,f,7,1.0,50,20.0111293379915,0.7,4,600
10027:794675,2:455756,f,4,2.0,70,334.971174118732,0.6,5,1200
10027:781512,2:459747,f,7,1.0,30,77.935506131604,0.7,4,600
2:448509,2:448507,f,7,1.0,50,162.15549208568,0.7,4,600
2:453048,2:3708231,f,4,2.0,70,419.161104899052,0.6,5,1200
2:463477,2:463435,f,5,2.0,50,205.484961175991,0.6,5,1200
2:459773,2:459785,f,7,1.0,40,90.8292556388591,0.7,4,600
20656:2870944,2:454148,f,7,1.0,50,131.539499212634,0.7,4,600
19317:17692,19317:17690,f,7,1.0,30,41.5780490728525,0.7,4,600
11178:5900,11178:5894,f,7,1.0,30,31.2704875723281,0.7,4,600
2:3709444,2:3709448,f,7,1.0,30,119.517344569582,0.7,4,600
12734:214719,2:3707310,f,5,2.0,70,476.183006530157,0.6,5,1200
20656:2852068,2:454653,f,7,1.0,40,9.96124214192867,0.7,4,600
20656:2887975,2:453420,f,7,1.0,40,21.7132598657587,0.7,4,600
2:455628,20656:2876000,f,7,1.0,40,2.62160141971181,0.7,4,600
20656:2898170,2:455076,f,7,1.0,30,12.2559774804416,0.7,4,600
11178:6601,11178:6607,f,7,1.0,50,62.172055410813,0.7,4,600
2:438067,2:437611,f,3,2.0,80,188.256152116111,0.5,6,1800
2:3708649,16669:27412,f,7,1.0,50,91.4672573992214,0.7,4,600
2:455454,2:3708791,f,7,1.0,30,128.094440554561,0.7,4,600
20656:2876215,20656:343613,f,7,1.0,50,59.7672728171475,0.7,4,600
20656:2868855,20656:2868849,f,7,1.0,50,25.1651490006837,0.7,4,600
16594:23164,2:454188,f,7,1.0,40,64.125476373174,0.7,4,600
2:459474,2:3710833,f,0,2.0,90,440.934166828218,0.4,8,2000
20656:2865052,2:3709400,f,7,1.0,40,13.9078605837526,0.7,4,600
2:458831,2:3710710,f,7,1.0,50,300.411851276153,0.7,4,600
2:454432,20656:2870858,f,7,1.0,40,35.4125117013106,0.7,4,600
2:456375,2:456334,f,7,1.0,50,74.5192613671882,0.7,4,600
10017:22693,2:454074,f,7,1.0,50,22.875528977775,0.7,4,600
11178:9380,2480C1400,t,7,1.0,30,100.0,0.7,4,600
2:446633,2:446603,f,5,2.0,40,100.320444634983,0.6,5,1200
2:461173,12726:148466,f,7,1.0,30,5.06628947058808,0.7,4,600
20656:2866157,2:454806,f,7,1.0,40,15.8032971880033,0.7,4,600
2:458611,2:458629,f,4,2.0,70,12.8290790906193,0.6,5,1200
2:3709524,2:456366,f,7,1.0,40,25.5400462020092,0.7,4,600
2480C1250,11178:5990,t,7,1.0,30,100.0,0.7,4,600
2:452754,2:452266,f,4,2.0,70,892.218888683154,0.6,5,1200
2:461156,2:3711296,f,4,2.0,70,234.863066011841,0.6,5,1200
2:450289,2:3707280,f,5,2.0,70,348.600966914359,0.6,5,1200
2:459942,2:460000,f,5,2.0,70,243.187187509643,0.6,5,1200
11178:5953,2:454603,f,7,1.0,30,62.8914166850515,0.7,4,600
10747:2152,10747:2148,f,1,1.0,70,84.9314326288431,0.4,8,2000
2:459340,2:459296,f,7,1.0,70,332.555300987894,0.7,4,600
